FacilityID,FlowName,Compartment,FlowAmount,Unit,DataReliability,Process,ProcessType
1006621,Methane,air,77390,kg,5,X,Subpart
1006621,Nitrous Oxide,air,3838,kg,2.047681084,C,Subpart
1006621,Nitrous Oxide,air,171,kg,5,X,Subpart
1006625,Carbon Dioxide,air,49109700,kg,2,C,Subpart
1006625,Methane,air,930,kg,2,C,Subpart
1006625,Nitrous Oxide,air,93,kg,2,C,Subpart
1006626,Carbon Dioxide,air,50782800,kg,2,C,Subpart
1006626,Methane,air,960,kg,2,C,Subpart
1006626,Nitrous Oxide,air,96,kg,2,C,Subpart
1006627,Carbon Dioxide,air,4259117500,kg,3.629193207,C,Subpart
1006627,Carbon Dioxide,air,910741900,kg,5,P,Subpart
1006627,Carbon Dioxide,air,841986800,kg,5,Y,Subpart
1006627,Methane,air,153380,kg,3.064806363,C,Subpart
1006627,Methane,air,527090,kg,5,Y,Subpart
1006627,Nitrous Oxide,air,27223,kg,2.863754913,C,Subpart
1006627,Nitrous Oxide,air,4879,kg,5,Y,Subpart
1006628,Carbon Dioxide,air,5965500,kg,2,C,Subpart
1006628,Carbon Dioxide,air,105155000,kg,5,D,Subpart
1006628,Methane,air,120,kg,2,C,Subpart
1006628,Methane,air,1950,kg,5,D,Subpart
1006628,Nitrous Oxide,air,12,kg,2,C,Subpart
1006628,Nitrous Oxide,air,195,kg,5,D,Subpart
1006630,Carbon Dioxide,air,2558800,kg,2,C,Subpart
1006630,Carbon Dioxide,air,2639581600,kg,5,D,Subpart
1006630,Methane,air,50,kg,2,C,Subpart
1006630,Methane,air,48960,kg,5,D,Subpart
1006630,Nitrous Oxide,air,5,kg,2,C,Subpart
1006630,Nitrous Oxide,air,4896,kg,5,D,Subpart
1006631,Carbon Dioxide,air,398030600,kg,5,D,Subpart
1006631,Methane,air,7400,kg,5,D,Subpart
1006631,Nitrous Oxide,air,740,kg,5,D,Subpart
1006633,Carbon Dioxide,air,31662100,kg,5,D,Subpart
1006633,Methane,air,1030,kg,5,D,Subpart
1006633,Nitrous Oxide,air,183,kg,5,D,Subpart
1006634,Methane,air,5451010,kg,5,HH,Subpart
1006637,Carbon Dioxide,air,171730400,kg,2.95800103,C,Subpart
1006637,Methane,air,3240,kg,2.962962963,C,Subpart
1006637,Nitrous Oxide,air,324,kg,2.962962963,C,Subpart
1006638,Carbon Dioxide,air,18000,kg,5,W,Subpart
1006638,Methane,air,601400,kg,5,W,Subpart
1006639,Carbon Dioxide,air,53600,kg,5,W,Subpart
1006639,Methane,air,1781020,kg,5,W,Subpart
1006640,Carbon Dioxide,air,113000,kg,5,W,Subpart
1006640,Methane,air,3753280,kg,5,W,Subpart
1006642,Biogenic CO2,air,43479000,kg,5,H,Subpart
1006642,Carbon Dioxide,air,1656500,kg,2,C,Subpart
1006642,Carbon Dioxide,air,856717000,kg,5,H,Subpart
1006642,Methane,air,30,kg,2,C,Subpart
1006642,Methane,air,55380,kg,5,H,Subpart
1006642,Nitrous Oxide,air,3,kg,2,C,Subpart
1006642,Nitrous Oxide,air,7693,kg,5,H,Subpart
1006643,Carbon Dioxide,air,30024600,kg,5,C,Subpart
1006643,Methane,air,570,kg,5,C,Subpart
1006643,Nitrous Oxide,air,57,kg,5,C,Subpart
1006644,Carbon Dioxide,air,67188700,kg,2,C,Subpart
1006644,Methane,air,1270,kg,2,C,Subpart
1006644,Nitrous Oxide,air,127,kg,2,C,Subpart
1006645,Biogenic CO2,air,496100,kg,5,D,Subpart
1006645,Carbon Dioxide,air,78200,kg,2,C,Subpart
1006645,Carbon Dioxide,air,119718200,kg,5,D,Subpart
1006645,Methane,air,13830,kg,5,D,Subpart
1006645,Nitrous Oxide,air,1,kg,2,C,Subpart
1006645,Nitrous Oxide,air,1977,kg,5,D,Subpart
1006646,Carbon Dioxide,air,193814200,kg,2,C,Subpart
1006646,Methane,air,3720,kg,2,C,Subpart
1006646,Nitrous Oxide,air,385,kg,2,C,Subpart
1006647,Biogenic CO2,air,220863900,kg,5,C,Subpart
1006647,Carbon Dioxide,air,146345100,kg,4.956034743,C,Subpart
1006647,Methane,air,128840,kg,4.999068612,C,Subpart
1006647,Nitrous Oxide,air,16909,kg,4.999290319,C,Subpart
1006649,Biogenic CO2,air,305905600,kg,5,C,Subpart
1006649,Carbon Dioxide,air,800,kg,-1146860.5,C,Subpart
1006649,Methane,air,23480,kg,2,C,Subpart
1006649,Methane,air,3726570,kg,5,TT,Subpart
1006649,Nitrous Oxide,air,11738,kg,2,C,Subpart
1006650,Carbon Dioxide,air,28926800,kg,2,C,Subpart
1006650,Carbon Dioxide,air,420833600,kg,5,D,Subpart
1006650,Methane,air,540,kg,2,C,Subpart
1006650,Methane,air,7810,kg,5,D,Subpart
1006650,Nitrous Oxide,air,54,kg,2,C,Subpart
1006650,Nitrous Oxide,air,781,kg,5,D,Subpart
1006651,Carbon Dioxide,air,16077500,kg,2,C,Subpart
1006651,Methane,air,320,kg,2,C,Subpart
1006651,Nitrous Oxide,air,36,kg,2,C,Subpart
1006652,Carbon Dioxide,air,103797000,kg,4.997453684,C,Subpart
1006652,Methane,air,1950,kg,5,C,Subpart
1006652,Nitrous Oxide,air,195,kg,5,C,Subpart
1006653,Carbon Dioxide,air,49139100,kg,2.040849344,C,Subpart
1006653,Methane,air,5720,kg,2.005244755,C,Subpart
1006653,Nitrous Oxide,air,832,kg,2.003605769,C,Subpart
1006654,Carbon Dioxide,air,1347407100,kg,5,D,Subpart
1006654,Methane,air,155510,kg,5,D,Subpart
1006654,Nitrous Oxide,air,22626,kg,5,D,Subpart
1006655,Carbon Dioxide,air,43767800,kg,2,C,Subpart
1006655,Methane,air,820,kg,2,C,Subpart
1006655,Nitrous Oxide,air,82,kg,2,C,Subpart
1006656,Carbon Dioxide,air,13247200,kg,2,C,Subpart
1006656,Carbon Dioxide,air,12027200,kg,5,X,Subpart
1006656,Methane,air,250,kg,2,C,Subpart
1006656,Nitrous Oxide,air,25,kg,2,C,Subpart
1006657,Carbon Dioxide,air,926183700,kg,5,D,Subpart
1006657,Methane,air,17180,kg,5,D,Subpart
1006657,Nitrous Oxide,air,1718,kg,5,D,Subpart
1006659,Carbon Dioxide,air,904196000,kg,5,H,Subpart
1006659,Methane,air,59980,kg,5,H,Subpart
1006659,Nitrous Oxide,air,8380,kg,5,H,Subpart
1006660,Carbon Dioxide,air,239200,kg,2,C,Subpart
1006660,Carbon Dioxide,air,4843200,kg,5,D,Subpart
1006660,Methane,air,90,kg,5,D,Subpart
1006660,Nitrous Oxide,air,9,kg,5,D,Subpart
1006661,Methane,air,483470,kg,5,HH,Subpart
1006662,Carbon Dioxide,air,46942300,kg,2,C,Subpart
1006662,Methane,air,880,kg,2,C,Subpart
1006662,Nitrous Oxide,air,88,kg,2,C,Subpart
1006663,Carbon Dioxide,air,88844400,kg,2,C,Subpart
1006663,Methane,air,10370,kg,2,C,Subpart
1006663,Nitrous Oxide,air,1507,kg,2,C,Subpart
1006664,Carbon Dioxide,air,32851900,kg,5,C,Subpart
1006664,Methane,air,620,kg,5,C,Subpart
1006664,Nitrous Oxide,air,62,kg,5,C,Subpart
1006665,Carbon Dioxide,air,31109200,kg,2,C,Subpart
1006665,FC-3283/FC-8270 (Perfluorotripropylamine),air,779.3,kg,5,L,Subpart
1006665,"Fluorinated acetates, carbonofluoridates, and fluorinated alcohols other than fluorotelomer alcohols",air,14.66,kg,5,L,Subpart
1006665,Fluorinated formates,air,0.712,kg,5,L,Subpart
1006665,Fully fluorinated GHGs,air,1610.76252,kg,5,L,Subpart
1006665,HFC-227ea,air,1077.6,kg,5,L,Subpart
1006665,HFC-23,air,334.9,kg,5,L,Subpart
1006665,HFE-449s1 (HFE-7100) Chemical blend,air,11252.2,kg,5,L,Subpart
1006665,Methane,air,580,kg,2,C,Subpart
1006665,Nitrogen Triflouride,air,61.1,kg,5,L,Subpart
1006665,Nitrous Oxide,air,60,kg,2,C,Subpart
1006665,Other,air,1889.1,kg,5,L,Subpart
1006665,Other fluorinated GHGs,air,927.92455,kg,5,L,Subpart
1006665,PFC-116 (Perfluoroethane),air,509.2,kg,5,L,Subpart
1006665,PFC-14 (Perfluoromethane),air,73199.3,kg,5,L,Subpart
1006665,PFC-218 (Perfluoropropane),air,640.9,kg,5,L,Subpart
1006665,PFC-3-1-10 (Perfluorobutane),air,464.9,kg,5,L,Subpart
1006665,PFC-4-1-12 (Perfluoropentane),air,441.1,kg,5,L,Subpart
1006665,"PFC-5-1-14 (Perfluorohexane, FC-72)",air,3073.9,kg,5,L,Subpart
1006665,Perfluorocarbons (PFCs),air,1826,kg,5,L,Subpart
1006665,Saturated HFCs with 3 or more carbon-hydrogen bonds,air,143.3312903,kg,5,L,Subpart
1006665,Saturated HFEs and HCFEs with 2 carbon-hydrogen bonds,air,0.135423077,kg,5,L,Subpart
1006665,Saturated HFEs and HCFEs with 3 or more carbon-hydrogen bonds,air,4911.577778,kg,5,L,Subpart
1006665,Saturated hydrofluorocarbons (HFCs) with 2 or fewer carbon-hydrogen bonds,air,397.9936486,kg,5,L,Subpart
1006665,Saturated hydrofluoroethers (HFEs) and hydrochlorofluoroethers (HCFEs) with 1 carbon-hydrogen bond,air,0.482807018,kg,5,L,Subpart
1006665,Sulfur Hexafluoride,air,47.2,kg,5,L,Subpart
1006665,"Unsaturated PFCs, unsaturated HFCs, unsaturated HCFCs, unsaturated halogenated ethers, unsaturated halogenated esters, fluorinated aldehydes, and fluorinated ketones",air,2233.2,kg,5,L,Subpart
1006666,Carbon Dioxide,air,69033500,kg,2,C,Subpart
1006666,Carbon Dioxide,air,348975300,kg,5,F,Subpart
1006666,Methane,air,1300,kg,2,C,Subpart
1006666,Nitrous Oxide,air,130,kg,2,C,Subpart
1006666,PFC-116 (Perfluoroethane),air,1118.3,kg,5,F,Subpart
1006666,PFC-14 (Perfluoromethane),air,23297.5,kg,5,F,Subpart
1006667,Carbon Dioxide,air,18243600,kg,2,C,Subpart
1006667,Methane,air,340,kg,2,C,Subpart
1006667,Nitrous Oxide,air,34,kg,2,C,Subpart
1006668,Biogenic CO2,air,1189390600,kg,5,AA,Subpart
1006668,Biogenic CO2,air,342426000,kg,5,C,Subpart
1006668,Carbon Dioxide,air,59038500,kg,5,AA,Subpart
1006668,Carbon Dioxide,air,247912600,kg,1.99999879,C,Subpart
1006668,Methane,air,26660,kg,5,AA,Subpart
1006668,Methane,air,30960,kg,4.54748062,C,Subpart
1006668,Methane,air,570890,kg,5,TT,Subpart
1006668,Nitrous Oxide,air,5333,kg,5,AA,Subpart
1006668,Nitrous Oxide,air,13609,kg,4.897053421,C,Subpart
1006669,Carbon Dioxide,air,857000,kg,2,C,Subpart
1006669,Carbon Dioxide,air,845652900,kg,5,H,Subpart
1006669,Methane,air,20,kg,2,C,Subpart
1006669,Methane,air,36830,kg,5,H,Subpart
1006669,Nitrous Oxide,air,2,kg,2,C,Subpart
1006669,Nitrous Oxide,air,5340,kg,5,H,Subpart
1006670,Carbon Dioxide,air,841363500,kg,5,C,Subpart
1006670,Methane,air,33620,kg,5,C,Subpart
1006670,Nitrous Oxide,air,6726,kg,5,C,Subpart
1006671,Carbon Dioxide,air,510344700,kg,2,C,Subpart
1006671,Carbon Dioxide,air,294067000,kg,5,P,Subpart
1006671,Carbon Dioxide,air,124155100,kg,5,Y,Subpart
1006671,Methane,air,26180,kg,2,C,Subpart
1006671,Methane,air,135630,kg,5,Y,Subpart
1006671,Nitrous Oxide,air,5172,kg,2,C,Subpart
1006671,Nitrous Oxide,air,822,kg,5,Y,Subpart
1006672,Carbon Dioxide,air,105874300,kg,5,C,Subpart
1006672,Methane,air,2000,kg,5,C,Subpart
1006672,Nitrous Oxide,air,200,kg,5,C,Subpart
1006673,Carbon Dioxide,air,29006600,kg,2,C,Subpart
1006673,Methane,air,550,kg,2,C,Subpart
1006673,Nitrous Oxide,air,55,kg,2,C,Subpart
1006675,Carbon Dioxide,air,30652100,kg,2,C,Subpart
1006675,HFC-134a,air,3741.9,kg,5,L,Subpart
1006675,Methane,air,580,kg,2,C,Subpart
1006675,Nitrous Oxide,air,58,kg,2,C,Subpart
1006675,Saturated HFCs with 3 or more carbon-hydrogen bonds,air,162.4954839,kg,5,L,Subpart
1006675,Saturated hydrofluorocarbons (HFCs) with 2 or fewer carbon-hydrogen bonds,air,6855.089973,kg,5,L,Subpart
1006678,Carbon Dioxide,air,56300,kg,2,C,Subpart
1006678,Carbon Dioxide,air,175132700,kg,5,D,Subpart
1006678,Methane,air,3370,kg,5,D,Subpart
1006678,Nitrous Oxide,air,359,kg,5,D,Subpart
1006682,Carbon Dioxide,air,88767600,kg,2,C,Subpart
1006682,Carbon Dioxide,air,209584600,kg,5,W,Subpart
1006682,Methane,air,1670,kg,2,C,Subpart
1006682,Methane,air,4627800,kg,5,W,Subpart
1006682,Nitrous Oxide,air,167,kg,2,C,Subpart
1006683,Carbon Dioxide,air,33559100,kg,5,C,Subpart
1006683,Methane,air,630,kg,5,C,Subpart
1006683,Nitrous Oxide,air,63,kg,5,C,Subpart
1006685,Carbon Dioxide,air,70951900,kg,2,C,Subpart
1006685,Methane,air,1370,kg,2,C,Subpart
1006685,Nitrous Oxide,air,142,kg,2,C,Subpart
1006686,Carbon Dioxide,air,48102900,kg,2,C,Subpart
1006686,Methane,air,910,kg,2,C,Subpart
1006686,Nitrous Oxide,air,94,kg,2,C,Subpart
1006687,Carbon Dioxide,air,158500,kg,5,W,Subpart
1006687,Methane,air,5260590,kg,5,W,Subpart
1006690,Biogenic CO2,air,23400,kg,5,C,Subpart
1006690,Carbon Dioxide,air,74740900,kg,1.999060755,C,Subpart
1006690,Methane,air,1410,kg,2,C,Subpart
1006690,Nitrous Oxide,air,141,kg,2,C,Subpart
1006691,Carbon Dioxide,air,4097409200,kg,2,C,Subpart
1006691,Carbon Dioxide,air,846213400,kg,5,X,Subpart
1006691,Methane,air,168400,kg,2,C,Subpart
1006691,Methane,air,1118270,kg,5,X,Subpart
1006691,Nitrous Oxide,air,28959,kg,2,C,Subpart
1006691,Nitrous Oxide,air,3704,kg,5,X,Subpart
1006693,Methane,air,1275460,kg,5,HH,Subpart
1006694,Carbon Dioxide,air,116879600,kg,2,C,Subpart
1006694,Methane,air,2200,kg,2,C,Subpart
1006694,Nitrous Oxide,air,220,kg,2,C,Subpart
1006695,Carbon Dioxide,air,1500684900,kg,2,C,Subpart
1006695,Carbon Dioxide,air,1470124300,kg,5,D,Subpart
1006695,Methane,air,1720,kg,2,C,Subpart
1006695,Methane,air,27270,kg,5,D,Subpart
1006695,Nitrous Oxide,air,826,kg,2,C,Subpart
1006695,Nitrous Oxide,air,2730,kg,5,D,Subpart
1006696,Carbon Dioxide,air,69163100,kg,2,C,Subpart
1006696,Carbon Dioxide,air,7300,kg,5,W,Subpart
1006696,Methane,air,1300,kg,2,C,Subpart
1006696,Methane,air,251090,kg,5,W,Subpart
1006696,Nitrous Oxide,air,130,kg,2,C,Subpart
1006698,Carbon Dioxide,air,62863800,kg,2,C,Subpart
1006698,Carbon Dioxide,air,5000,kg,5,W,Subpart
1006698,Methane,air,1190,kg,2,C,Subpart
1006698,Methane,air,173360,kg,5,W,Subpart
1006698,Nitrous Oxide,air,119,kg,2,C,Subpart
1006699,Carbon Dioxide,air,46572500,kg,2,C,Subpart
1006699,Methane,air,880,kg,2,C,Subpart
1006699,Nitrous Oxide,air,88,kg,2,C,Subpart
1006700,Carbon Dioxide,air,31637200,kg,4.769138862,C,Subpart
1006700,Methane,air,650,kg,4.538461538,C,Subpart
1006700,Nitrous Oxide,air,75,kg,4.2,C,Subpart
1006702,Carbon Dioxide,air,1033132300,kg,5,D,Subpart
1006702,Methane,air,19230,kg,5,D,Subpart
1006702,Nitrous Oxide,air,1928,kg,5,D,Subpart
1006703,Biogenic CO2,air,1083275200,kg,5,AA,Subpart
1006703,Biogenic CO2,air,424984100,kg,5,C,Subpart
1006703,Carbon Dioxide,air,69855300,kg,5,AA,Subpart
1006703,Carbon Dioxide,air,48919400,kg,2.03626782,C,Subpart
1006703,Methane,air,23110,kg,5,AA,Subpart
1006703,Methane,air,33610,kg,4.9160964,C,Subpart
1006703,Methane,air,718440,kg,5,TT,Subpart
1006703,Nitrous Oxide,air,4951,kg,5,AA,Subpart
1006703,Nitrous Oxide,air,16434,kg,4.981562614,C,Subpart
1006704,Carbon Dioxide,air,31866800,kg,2,C,Subpart
1006704,Methane,air,600,kg,2,C,Subpart
1006704,Nitrous Oxide,air,60,kg,2,C,Subpart
1006705,Carbon Dioxide,air,707081300,kg,5,D,Subpart
1006705,Methane,air,13110,kg,5,D,Subpart
1006705,Nitrous Oxide,air,1311,kg,5,D,Subpart
1006706,Carbon Dioxide,air,1695524900,kg,5,D,Subpart
1006706,Methane,air,31450,kg,5,D,Subpart
1006706,Nitrous Oxide,air,3145,kg,5,D,Subpart
1006707,Carbon Dioxide,air,277797300,kg,5,D,Subpart
1006707,Methane,air,5153,kg,5,D,Subpart
1006707,Nitrous Oxide,air,515,kg,5,D,Subpart
1006708,Carbon Dioxide,air,35660100,kg,2,C,Subpart
1006708,Carbon Dioxide,air,30832300,kg,5,Q,Subpart
1006708,Methane,air,670,kg,2,C,Subpart
1006708,Nitrous Oxide,air,67,kg,2,C,Subpart
1006709,Carbon Dioxide,air,13861700,kg,2,C,Subpart
1006709,Carbon Dioxide,air,1000,kg,5,W,Subpart
1006709,Methane,air,260,kg,2,C,Subpart
1006709,Methane,air,72400,kg,5,W,Subpart
1006709,Nitrous Oxide,air,26,kg,2,C,Subpart
1006711,Carbon Dioxide,air,437915900,kg,5,P,Subpart
1006715,Carbon Dioxide,air,22900,kg,2,C,Subpart
1006715,Carbon Dioxide,air,524278800,kg,5,D,Subpart
1006715,Methane,air,9756,kg,5,D,Subpart
1006715,Nitrous Oxide,air,981,kg,5,D,Subpart
1006721,Carbon Dioxide,air,1907053300,kg,5,D,Subpart
1006721,Methane,air,35360,kg,5,D,Subpart
1006721,Nitrous Oxide,air,3536,kg,5,D,Subpart
1006722,Biogenic CO2,air,10070500,kg,5,C,Subpart
1006722,Carbon Dioxide,air,55813600,kg,4.458707197,C,Subpart
1006722,Methane,air,1670,kg,3.886227545,C,Subpart
1006722,Methane,air,188330,kg,5,II,Subpart
1006722,Nitrous Oxide,air,227,kg,3.387665198,C,Subpart
1006724,Carbon Dioxide,air,41300,kg,2,C,Subpart
1006724,Methane,air,1660810,kg,5,HH,Subpart
1006725,Carbon Dioxide,air,52615600,kg,5,D,Subpart
1006725,Methane,air,980,kg,5,D,Subpart
1006725,Nitrous Oxide,air,98,kg,5,D,Subpart
1006727,Carbon Dioxide,air,5689411500,kg,5,D,Subpart
1006727,Methane,air,656010,kg,5,D,Subpart
1006727,Nitrous Oxide,air,95457,kg,5,D,Subpart
1006728,Carbon Dioxide,air,8456500,kg,2,C,Subpart
1006728,Carbon Dioxide,air,4408189300,kg,5,D,Subpart
1006728,Methane,air,340,kg,2,C,Subpart
1006728,Methane,air,518150,kg,5,D,Subpart
1006728,Nitrous Oxide,air,68,kg,2,C,Subpart
1006728,Nitrous Oxide,air,75425,kg,5,D,Subpart
1006730,Carbon Dioxide,air,16511500,kg,2,C,Subpart
1006730,Carbon Dioxide,air,113000,kg,5,W,Subpart
1006730,Methane,air,310,kg,2,C,Subpart
1006730,Methane,air,259430,kg,5,W,Subpart
1006730,Nitrous Oxide,air,31,kg,2,C,Subpart
1006731,Biogenic CO2,air,1046631600,kg,5,AA,Subpart
1006731,Biogenic CO2,air,449393200,kg,5,C,Subpart
1006731,Carbon Dioxide,air,48096000,kg,5,AA,Subpart
1006731,Carbon Dioxide,air,217022900,kg,-4.212153648,C,Subpart
1006731,Methane,air,23400,kg,5,AA,Subpart
1006731,Methane,air,38570,kg,2,C,Subpart
1006731,Methane,air,3756250,kg,5,TT,Subpart
1006731,Nitrous Oxide,air,4694,kg,5,AA,Subpart
1006731,Nitrous Oxide,air,17655,kg,2,C,Subpart
1006732,Carbon Dioxide,air,17200,kg,2,C,Subpart
1006732,Carbon Dioxide,air,69639600,kg,5,P,Subpart
1006733,Carbon Dioxide,air,66371400,kg,2,C,Subpart
1006733,Methane,air,1280,kg,2,C,Subpart
1006733,Nitrous Oxide,air,132,kg,2,C,Subpart
1006735,Carbon Dioxide,air,94561800,kg,5,D,Subpart
1006735,Methane,air,1880,kg,5,D,Subpart
1006735,Nitrous Oxide,air,212,kg,5,D,Subpart
1006737,Biogenic CO2,air,19560000,kg,5,C,Subpart
1006737,Carbon Dioxide,air,367700,kg,-157.5866195,C,Subpart
1006737,Methane,air,1210,kg,2,C,Subpart
1006737,Methane,air,2133980,kg,5,HH,Subpart
1006737,Nitrous Oxide,air,238,kg,2,C,Subpart
1006738,Carbon Dioxide,air,245210000,kg,4.951798866,C,Subpart
1006738,Carbon Dioxide,air,548287400,kg,5,H,Subpart
1006738,Methane,air,14390,kg,4.983321751,C,Subpart
1006738,Nitrous Oxide,air,2373,kg,4.98988622,C,Subpart
1006741,Carbon Dioxide,air,47978200,kg,2,C,Subpart
1006741,Methane,air,900,kg,2,C,Subpart
1006741,Nitrous Oxide,air,90,kg,2,C,Subpart
1006744,Carbon Dioxide,air,118400,kg,2,C,Subpart
1006744,Methane,air,480320,kg,5,HH,Subpart
1006746,Methane,air,656540,kg,5,HH,Subpart
1006747,Methane,air,533560,kg,5,HH,Subpart
1006748,Methane,air,2444210,kg,5,HH,Subpart
1006749,Carbon Dioxide,air,98700,kg,5,C,Subpart
1006749,Methane,air,2926570,kg,5,HH,Subpart
1006750,Carbon Dioxide,air,29911100,kg,5,W,Subpart
1006750,Methane,air,2760,kg,5,W,Subpart
1006750,Nitrous Oxide,air,55,kg,5,W,Subpart
1006752,Carbon Dioxide,air,50742800,kg,5,C,Subpart
1006752,Methane,air,960,kg,5,C,Subpart
1006752,Nitrous Oxide,air,96,kg,5,C,Subpart
1006754,Carbon Dioxide,air,26081000,kg,2,C,Subpart
1006754,Methane,air,490,kg,2,C,Subpart
1006754,Nitrous Oxide,air,49,kg,2,C,Subpart
1006755,Carbon Dioxide,air,1007400,kg,2,C,Subpart
1006755,Carbon Dioxide,air,1500,kg,5,W,Subpart
1006755,Methane,air,20,kg,2,C,Subpart
1006755,Methane,air,215710,kg,5,W,Subpart
1006755,Nitrous Oxide,air,2,kg,2,C,Subpart
1006757,Carbon Dioxide,air,118950700,kg,2,C,Subpart
1006757,Carbon Dioxide,air,2700,kg,5,W,Subpart
1006757,Methane,air,2240,kg,2,C,Subpart
1006757,Methane,air,93590,kg,5,W,Subpart
1006757,Nitrous Oxide,air,224,kg,2,C,Subpart
1006758,Methane,air,1017010,kg,5,HH,Subpart
1006759,Carbon Dioxide,air,38618900,kg,2,C,Subpart
1006759,Methane,air,730,kg,2,C,Subpart
1006759,Nitrous Oxide,air,73,kg,2,C,Subpart
1006760,Biogenic CO2,air,903380400,kg,5,AA,Subpart
1006760,Biogenic CO2,air,480525100,kg,5,C,Subpart
1006760,Carbon Dioxide,air,63630800,kg,5,AA,Subpart
1006760,Carbon Dioxide,air,202293600,kg,-2.44523455,C,Subpart
1006760,Methane,air,21240,kg,5,AA,Subpart
1006760,Methane,air,57520,kg,3.055632823,C,Subpart
1006760,Methane,air,1337690,kg,5,TT,Subpart
1006760,Nitrous Oxide,air,4123,kg,5,AA,Subpart
1006760,Nitrous Oxide,air,21436,kg,2.413416682,C,Subpart
1006761,Carbon Dioxide,air,167720500,kg,5,C,Subpart
1006761,Methane,air,3160,kg,5,C,Subpart
1006761,Nitrous Oxide,air,316,kg,5,C,Subpart
1006762,Carbon Dioxide,air,500,kg,5,W,Subpart
1006762,Methane,air,15350,kg,5,W,Subpart
1006763,Carbon Dioxide,air,37800,kg,2,C,Subpart
1006763,Methane,air,1587380,kg,5,HH,Subpart
1006764,Carbon Dioxide,air,49637200,kg,2,C,Subpart
1006764,Methane,air,940,kg,2,C,Subpart
1006764,Nitrous Oxide,air,94,kg,2,C,Subpart
1006766,Carbon Dioxide,air,13600,kg,2,C,Subpart
1006766,Methane,air,3229680,kg,5,HH,Subpart
1006767,Carbon Dioxide,air,31808000,kg,5,C,Subpart
1006767,Methane,air,600,kg,5,C,Subpart
1006767,Nitrous Oxide,air,60,kg,5,C,Subpart
1006768,Carbon Dioxide,air,84894100,kg,5,D,Subpart
1006768,Methane,air,1710,kg,5,D,Subpart
1006768,Nitrous Oxide,air,171,kg,5,D,Subpart
1006770,Carbon Dioxide,air,176354300,kg,5,W,Subpart
1006770,Methane,air,1537770,kg,5,W,Subpart
1006770,Nitrous Oxide,air,357,kg,5,W,Subpart
1006771,Carbon Dioxide,air,1354100,kg,5,W,Subpart
1006771,Methane,air,2455460,kg,5,W,Subpart
1006771,Nitrous Oxide,air,2,kg,5,W,Subpart
1006772,Biogenic CO2,air,195240100,kg,5,C,Subpart
1006772,Carbon Dioxide,air,160872200,kg,5,C,Subpart
1006772,Methane,air,125260,kg,5,C,Subpart
1006772,Nitrous Oxide,air,16440,kg,5,C,Subpart
1006774,Biogenic CO2,air,137064900,kg,5,C,Subpart
1006774,Carbon Dioxide,air,89467100,kg,4.953974142,C,Subpart
1006774,Methane,air,79180,kg,4.999242233,C,Subpart
1006774,Nitrous Oxide,air,10421,kg,4.99942424,C,Subpart
1006775,Carbon Dioxide,air,517300,kg,2,C,Subpart
1006775,Carbon Dioxide,air,117935400,kg,5,D,Subpart
1006775,Methane,air,2190,kg,5,D,Subpart
1006775,Nitrous Oxide,air,219,kg,5,D,Subpart
1006776,Biogenic CO2,air,945017100,kg,5,AA,Subpart
1006776,Biogenic CO2,air,309845600,kg,5,C,Subpart
1006776,Carbon Dioxide,air,68473500,kg,4.25587417,AA,Subpart
1006776,Carbon Dioxide,air,287157500,kg,1.999998955,C,Subpart
1006776,Methane,air,21650,kg,4.937644342,AA,Subpart
1006776,Methane,air,29300,kg,4.435836177,C,Subpart
1006776,Methane,air,3804660,kg,5,TT,Subpart
1006776,Nitrous Oxide,air,4240,kg,5,AA,Subpart
1006776,Nitrous Oxide,air,12462,kg,4.86278286,C,Subpart
1006777,Carbon Dioxide,air,35200,kg,2,C,Subpart
1006777,Methane,air,22934650,kg,5,HH,Subpart
1006778,Carbon Dioxide,air,49651800,kg,4.945071478,C,Subpart
1006778,Methane,air,960,kg,4.875,C,Subpart
1006778,Nitrous Oxide,air,99,kg,4.787878788,C,Subpart
1006780,Carbon Dioxide,air,55761400,kg,2,C,Subpart
1006780,Methane,air,1050,kg,2,C,Subpart
1006780,Nitrous Oxide,air,105,kg,2,C,Subpart
1006781,Carbon Dioxide,air,43046000,kg,2,C,Subpart
1006781,Carbon Dioxide,air,3800,kg,5,W,Subpart
1006781,Methane,air,810,kg,2,C,Subpart
1006781,Methane,air,132050,kg,5,W,Subpart
1006781,Nitrous Oxide,air,81,kg,2,C,Subpart
1006782,Carbon Dioxide,air,69021600,kg,2,C,Subpart
1006782,Carbon Dioxide,air,12900,kg,5,W,Subpart
1006782,Methane,air,1320,kg,2,C,Subpart
1006782,Methane,air,443620,kg,5,W,Subpart
1006782,Nitrous Oxide,air,132,kg,2,C,Subpart
1006783,Carbon Dioxide,air,32664800,kg,2,C,Subpart
1006783,Methane,air,620,kg,2,C,Subpart
1006783,Methane,air,4050220,kg,5,II,Subpart
1006783,Nitrous Oxide,air,62,kg,2,C,Subpart
1006784,Carbon Dioxide,air,33666500,kg,2,C,Subpart
1006784,Carbon Dioxide,air,63678000,kg,5,R,Subpart
1006784,Methane,air,1640,kg,2,C,Subpart
1006784,Nitrous Oxide,air,327,kg,2,C,Subpart
1006785,Carbon Dioxide,air,12600,kg,2,C,Subpart
1006785,Carbon Dioxide,air,190230200,kg,5,H,Subpart
1006785,Methane,air,11240,kg,5,H,Subpart
